studio_staff_num,screenplay_writer_num,#seasons,is_airing,in_seiyuu_rank,author,theme_singer,style,avg_rating,avg_ep_length,character_num,class
228,6,5,0,0,8,Lisa,戰鬥,3.2692312206756426,28.84427705726896,30,bland
194,3,3,1,1,2,Sawano Hiroyuki,戰鬥,2.939271256487898,22.69958035556204,34,bland
293,2,1,0,1,2,Hoshino Gen,搞笑,3.510988270604932,21.676506776997375,29,bland
299,2,1,0,0,9,Sawano Hiroyuki,運動,3.476051548398362,21.590582511800772,35,masterpiece
289,5,4,0,1,5,Sawano Hiroyuki,奇幻,2.971386690265984,24.428226959692932,30,bland
151,1,2,1,0,8,Chico with HoneyWorks,運動,4.180517784495473,28.38928695187745,31,bland
219,4,5,1,1,5,Sawano Hiroyuki,搞笑,3.636234297658439,31.535567970012753,26,bland
282,2,4,0,0,9,Lisa,奇幻,3.813558069671748,18.74279285120909,28,bland
68,6,5,1,1,5,Sawano Hiroyuki,戀愛,3.5495314708071017,30.542045158648413,37,bland
267,3,3,0,1,7,Sawano Hiroyuki,戰鬥,3.247834974616911,25.92917083786644,23,bland
212,1,1,1,1,6,Chico with HoneyWorks,奇幻,3.19612414461633,20.68430791705243,26,bland
194,2,5,0,1,4,Mukai Taichi,致鬱,3.0731532981926484,32.51888179171314,32,bland
231,4,1,1,0,6,Lisa,懸疑,4.177148599079816,22.53844648181855,29,bland
250,4,3,0,1,9,Kenshi Yonezu,戰鬥,3.7093455980771246,25.846327424206603,27,bland
140,6,4,0,0,6,Sawano Hiroyuki,戰鬥,2.9160972006121693,30.581961296062932,18,bland
230,1,3,0,1,1,Mukai Taichi,致鬱,4.0507620875863015,28.1092188583646,40,refreshing
263,1,4,1,0,0,Lisa,戰鬥,3.0957090906966522,28.860820031630134,25,bland
221,5,1,0,0,1,Hoshino Gen,戰鬥,4.290783661357596,27.6159004586154,31,bland
224,5,1,1,1,6,Lisa,奇幻,3.9393520002222795,23.73326877311557,21,bland
100,3,1,1,1,8,Hoshino Gen,運動,2.48764733256579,27.97513702889778,34,bland
171,5,1,0,1,0,Mukai Taichi,戰鬥,2.8862185896179993,24.327324006873834,33,bland
171,6,2,1,1,8,Sawano Hiroyuki,運動,3.5942919455221984,16.405641215364664,27,bland
163,3,1,0,0,6,Lisa,戰鬥,3.037167448524567,34.58062585281712,22,bland
162,5,1,1,0,0,Sawano Hiroyuki,搞笑,3.784547864091839,21.994133379523976,36,bland
162,3,2,0,0,3,Lisa,運動,3.972632452511766,23.217862999741378,28,bland
212,4,4,0,1,0,Sawano Hiroyuki,運動,3.482331431970744,19.843815153785986,34,bland
158,6,2,0,0,2,Sawano Hiroyuki,懸疑,4.166588008815672,22.741329661795998,22,bland
75,4,1,1,0,1,Sawano Hiroyuki,戰鬥,3.582047461486236,24.78921156170017,38,bland
99,2,2,1,1,0,Chico with HoneyWorks,搞笑,2.6334549876167195,29.992886844127025,35,bland
101,2,4,1,0,1,Mukai Taichi,搞笑,3.122603983483501,28.179510739968133,23,bland
255,2,1,0,0,8,Lisa,致鬱,2.865698619836729,16.89496093535355,29,bland
282,1,5,1,0,1,Kenshi Yonezu,奇幻,2.694988058026539,25.21560112985622,27,bland
206,2,2,1,1,2,Sawano Hiroyuki,搞笑,2.9434192459527697,18.429790391463975,43,bland
255,3,4,1,0,6,Lisa,戰鬥,2.445451782695656,35.08754782425808,33,bland
233,1,1,1,1,3,Sawano Hiroyuki,運動,3.598301306018971,22.68532191150871,27,bland
90,3,5,0,0,8,Sawano Hiroyuki,運動,3.327159076669919,24.074053258499017,23,bland
53,6,1,0,0,2,Sawano Hiroyuki,戰鬥,4.0020680433650675,29.67292171605518,29,bland
133,3,4,0,0,9,Sawano Hiroyuki,運動,3.51465331382187,24.113835890403966,31,bland
212,5,4,0,1,5,Sawano Hiroyuki,戰鬥,3.6771456715635296,23.99726204707918,29,bland
77,1,4,0,0,6,Sawano Hiroyuki,運動,3.6664584232195185,25.06735175576254,19,bland
137,4,2,1,1,8,Lisa,運動,4.404494366665462,33.96887323262521,27,masterpiece
114,6,1,1,0,3,Mukai Taichi,戰鬥,2.6992538967653994,29.12031060688302,35,bland
186,2,3,1,1,4,Lisa,運動,3.6006457225083044,18.088198581565724,29,bland
72,1,2,1,0,0,Lisa,奇幻,4.281098235601671,33.04330189239354,22,bland
274,1,4,1,0,9,Lisa,運動,3.9613181388264764,23.548046642899156,31,bland
274,3,1,0,0,9,Lisa,戰鬥,2.770476288186728,25.043424186394706,26,bland
240,5,2,0,1,1,Lisa,奇幻,3.0751866762266333,31.45409804054241,28,bland
61,6,2,1,1,3,Lisa,運動,2.8943279374246744,25.54425466334089,39,bland
244,3,3,0,0,8,Sawano Hiroyuki,戰鬥,3.5843366344616383,17.004394022793207,22,bland
126,3,2,0,0,2,Kenshi Yonezu,運動,3.856436510814276,22.911634480111612,30,refreshing
252,1,3,0,0,4,Mukai Taichi,運動,4.142937150745047,33.22849631009325,30,bland
160,2,2,1,1,4,Chico with HoneyWorks,致鬱,3.655258297976321,25.86723356861092,25,bland
195,2,1,1,0,3,Hoshino Gen,懸疑,3.3138191070076384,20.474045524546916,24,bland
289,1,2,0,1,3,Sawano Hiroyuki,戰鬥,3.4601585756192503,29.772717845770256,29,bland
171,3,2,1,0,8,Hoshino Gen,戰鬥,3.478223786243085,27.27978832340578,32,bland
172,2,1,1,0,6,Lisa,搞笑,3.712181955476713,22.66331021532544,39,bland
276,1,2,1,1,9,Sawano Hiroyuki,懸疑,3.047780091261261,33.10988585095001,30,bland
204,2,1,1,1,6,Lisa,運動,3.3553628114745058,23.219938431548975,34,masterpiece
279,1,4,1,1,1,Kenshi Yonezu,戀愛,3.830016769033419,27.543893222853534,36,refreshing
169,6,4,0,0,1,Lisa,戰鬥,3.6744466785549155,27.772338200768687,38,bland
71,2,3,0,0,6,Kenshi Yonezu,戰鬥,3.7720945747792314,28.638852845779006,31,masterpiece
189,2,4,0,0,2,Sawano Hiroyuki,搞笑,3.461643658729599,35.35293683033158,27,refreshing
97,4,1,0,0,6,Sawano Hiroyuki,戀愛,3.390600149336766,19.84777155328611,38,bland
73,1,2,0,1,9,Lisa,奇幻,2.9679180019663236,27.744605627463013,36,bland
296,4,1,0,1,0,Lisa,運動,4.902245268395838,23.688211155320094,28,masterpiece
213,2,4,0,0,0,Kenshi Yonezu,懸疑,2.7730946516559682,27.13140502122335,25,bland
151,2,1,0,0,8,Sawano Hiroyuki,運動,3.611581846886208,29.578113611445414,34,bland
139,2,2,0,1,7,Eve,運動,3.377963512213549,24.19501623225926,29,bland
148,4,3,1,1,4,Chico with HoneyWorks,運動,4.047720773257809,19.639475081163624,39,masterpiece
93,4,1,1,1,3,Hoshino Gen,戰鬥,3.236618425984385,25.633460083109878,33,bland
84,4,5,1,0,1,Hoshino Gen,運動,4.057612693139675,18.578597370658635,20,bland
51,1,3,0,0,9,Chico with HoneyWorks,戰鬥,4.350144642259081,28.328157506148465,27,bland
286,4,3,0,1,4,Lisa,運動,2.0099068464458743,28.915529895387834,29,bland
110,3,2,1,0,2,Chico with HoneyWorks,奇幻,3.3488988710729926,21.443574405053518,24,masterpiece
242,2,2,0,1,0,Chico with HoneyWorks,運動,3.461554091749088,20.674679379522008,24,bland
113,1,4,0,1,5,Kenshi Yonezu,懸疑,3.7726750879919853,26.84228936767851,27,bland
56,5,5,0,0,1,Lisa,戰鬥,3.6277579527905424,21.23714407552326,31,bland
281,5,4,0,0,7,Sawano Hiroyuki,運動,3.5182610471359905,35.86516605381176,34,bland
134,1,4,1,1,8,Eve,奇幻,2.8291260120945876,36.18673710274726,29,bland
130,1,2,0,0,3,Sawano Hiroyuki,戰鬥,3.1624140285551463,23.634154303508954,35,bland
154,6,5,1,0,7,Kenshi Yonezu,搞笑,2.8571425858505024,27.7834192850178,40,bland
248,3,3,1,0,4,Sawano Hiroyuki,戰鬥,4.264529053714003,30.715873997236848,25,bland
210,1,2,0,1,5,Lisa,戰鬥,3.384220101747707,29.261197375114165,32,bland
51,3,1,0,1,6,Mukai Taichi,運動,3.211025061658031,18.392443906955826,29,bland
192,3,1,1,1,9,Hoshino Gen,搞笑,3.695044993683262,27.82616784227979,38,bland
175,6,4,1,0,6,Sawano Hiroyuki,戰鬥,3.1495144052675688,29.72450190094891,21,bland
147,1,2,0,0,7,Sawano Hiroyuki,運動,3.0018511588318484,29.720141008770895,28,bland
147,1,5,1,0,4,Lisa,運動,3.564166670390876,22.24514511171482,17,bland
94,1,4,0,0,4,Lisa,奇幻,3.04258494609359,34.73875894188939,26,masterpiece
82,6,5,1,1,0,Sawano Hiroyuki,戰鬥,3.79237145557133,22.88492258125352,28,bland
144,1,3,1,0,1,Mukai Taichi,致鬱,3.0487063652818662,26.77590917728238,34,bland
120,5,3,1,0,5,Sawano Hiroyuki,致鬱,3.6819535844079287,22.945219821564056,25,bland
191,1,5,0,0,1,Lisa,運動,3.136887838002272,19.9098607444566,24,bland
164,1,3,1,0,0,Eve,運動,3.747994386938171,26.911914279704423,34,bland
79,5,5,1,1,0,Lisa,戰鬥,3.229598116099293,27.365512028353997,38,bland
192,3,1,0,1,8,Hoshino Gen,戰鬥,3.155097156646011,28.95757588921942,29,bland
168,4,1,0,1,6,Mukai Taichi,奇幻,3.804051381923025,24.330657211305567,27,refreshing
238,5,2,1,1,0,Lisa,戰鬥,3.552966956227491,26.00402353868693,41,bland
258,6,2,1,0,0,Sawano Hiroyuki,戰鬥,3.7400435524337157,20.425881786436683,28,bland
261,1,2,1,1,3,Sawano Hiroyuki,運動,2.54425356844379,15.165017242732942,31,bland
220,5,3,1,1,9,Sawano Hiroyuki,運動,4.4467105765741115,27.281163549165477,21,masterpiece
162,3,1,1,0,6,Sawano Hiroyuki,運動,3.6594853156466156,31.280899883308418,27,bland
239,3,2,0,0,3,Sawano Hiroyuki,戰鬥,3.2313806648305152,28.23927778908799,30,bland
227,4,1,0,0,8,Eve,戰鬥,2.998942188536752,26.360355764806428,26,bland
290,5,4,0,0,5,Sawano Hiroyuki,戰鬥,4.678953129770404,28.518056800490328,25,bland
267,4,1,1,1,3,Kenshi Yonezu,運動,3.180349444760451,23.758987354769324,31,bland
158,6,5,0,0,8,Lisa,戰鬥,3.510261697026689,27.170060567772587,30,bland
229,3,4,1,1,9,Sawano Hiroyuki,致鬱,2.538389534233063,25.47790766070733,33,bland
76,5,1,0,0,4,Lisa,搞笑,4.530641402449575,18.13817576718911,22,bland
288,6,4,0,1,1,Sawano Hiroyuki,搞笑,3.971688765436454,6.415574795929263,33,refreshing
71,2,3,1,0,4,Chico with HoneyWorks,運動,3.0379793756399245,29.808464083433456,30,bland
208,2,2,1,1,0,Lisa,運動,3.0660035592232173,28.170957315539024,31,bland
167,2,1,1,1,2,Lisa,運動,3.537626486553257,23.36881412116274,22,bland
131,1,3,1,1,4,Hoshino Gen,運動,3.0326428744201666,30.941764836491316,41,bland
226,6,4,0,1,2,Lisa,搞笑,3.7450138375400526,30.922808449298266,26,refreshing
217,2,4,0,0,7,Sawano Hiroyuki,奇幻,3.804433824557159,33.61144084955078,31,bland
251,6,4,0,1,6,Sawano Hiroyuki,運動,3.5988565647621193,28.655988114965293,29,bland
265,5,1,1,1,2,Lisa,奇幻,2.9046886057121397,27.36892593778399,22,bland
297,6,1,1,0,7,Sawano Hiroyuki,運動,3.9674549682018574,15.64922417934649,29,bland
252,1,1,1,1,0,Sawano Hiroyuki,致鬱,2.5567383597577162,21.636518969845845,27,bland
143,1,3,0,0,1,Lisa,致鬱,3.576137713565787,21.432784061898232,26,bland
142,4,5,1,0,0,Lisa,戰鬥,2.5353365180983314,26.683616796629043,41,bland
116,6,4,0,1,0,Lisa,運動,3.1316573820587363,24.160056400817115,32,bland
209,5,5,1,1,4,Lisa,戰鬥,3.752854215417837,30.24982645335746,29,bland
170,1,5,0,1,3,Sawano Hiroyuki,戀愛,3.906559858658357,15.54411119233955,26,bland
62,2,5,1,0,5,Lisa,戰鬥,3.1345983821568058,34.09857606200291,29,masterpiece
53,4,3,1,1,9,Sawano Hiroyuki,運動,4.181670106197033,31.8340885747087,29,bland
125,5,2,0,0,0,Hoshino Gen,戰鬥,3.3400552883484362,23.889094517871417,28,bland
213,6,5,1,1,1,Kenshi Yonezu,運動,3.5612043121333263,37.90277496213447,30,refreshing
209,4,2,0,0,8,Kenshi Yonezu,戰鬥,3.7942216114000993,25.50313546033446,28,bland
85,4,3,0,0,7,Sawano Hiroyuki,奇幻,3.257549694020031,23.874871705379253,26,bland
80,1,3,0,0,5,Lisa,奇幻,3.4369024918459976,26.228923763469055,30,bland
246,2,4,1,0,7,Sawano Hiroyuki,戀愛,3.2757449126640465,19.303885316777766,32,bland
124,1,4,0,1,6,Sawano Hiroyuki,搞笑,2.820496856279455,11.37220554870618,29,masterpiece
145,1,4,1,0,5,Mukai Taichi,懸疑,2.8937857823462396,23.18427155579553,26,bland
188,2,1,0,0,1,Kenshi Yonezu,運動,2.6893188876550003,25.78643079218582,29,bland
160,2,5,1,1,0,Mukai Taichi,運動,3.98548808554119,20.176787495798024,26,bland
125,5,2,1,0,5,Sawano Hiroyuki,運動,3.6739062656246295,15.537016496847363,29,bland
141,1,3,0,0,9,Hoshino Gen,運動,3.167408678583445,24.76209623171107,36,bland
197,5,2,1,1,2,Lisa,運動,3.7131889567892764,17.824934188716654,20,bland
134,3,1,0,0,8,Lisa,戰鬥,3.4868479494177,21.587657430780023,29,bland
66,2,2,0,1,8,Sawano Hiroyuki,奇幻,3.5853720808804144,24.949271531454357,33,bland
256,2,2,1,1,1,Chico with HoneyWorks,搞笑,2.9274943222810195,28.360226037449138,27,bland
244,4,5,1,0,0,Eve,運動,3.06306177207458,25.94335719803665,30,bland
88,6,5,1,0,8,Eve,運動,3.7659244901291036,14.719243266201785,38,bland
163,5,3,1,1,7,Chico with HoneyWorks,戰鬥,3.8044611563316004,22.834953262732054,31,bland
299,1,3,0,1,8,Sawano Hiroyuki,戀愛,3.5307790413328988,23.713013567457836,31,bland
79,2,5,0,0,4,Sawano Hiroyuki,運動,3.4243657339527527,31.71641815806472,34,bland
85,5,3,1,0,2,Sawano Hiroyuki,懸疑,3.7559999358489544,25.345425715807394,32,bland
286,5,5,1,1,0,Lisa,戰鬥,3.697410104888887,18.99587493333627,30,bland
142,2,3,1,0,6,Lisa,運動,3.3044741996952465,18.94499406345767,33,bland
241,3,4,1,1,8,Sawano Hiroyuki,戰鬥,3.666933628543474,29.238783256277415,25,bland
226,1,5,1,0,3,Mukai Taichi,運動,3.555486951116406,24.315606211781933,29,bland
148,6,4,0,0,2,Mukai Taichi,運動,3.2110495909262258,23.048211562197114,24,bland
240,5,5,0,0,2,Eve,致鬱,3.2181866264215606,17.893857867225865,33,bland
249,3,1,1,1,1,Lisa,戰鬥,2.7623669503514643,23.796836016352486,23,bland
111,5,2,0,0,1,Lisa,戰鬥,4.238117877969024,21.05609762142143,35,bland
84,2,2,1,0,3,Hoshino Gen,運動,3.40639200155991,32.54090488252097,28,bland
261,2,2,1,1,7,Mukai Taichi,懸疑,3.283921890549896,30.6201233915798,37,bland
107,3,1,1,0,8,Eve,運動,3.8877901465153304,22.472475484060105,23,bland
98,2,4,1,1,6,Mukai Taichi,戰鬥,2.9862366711290496,21.57171463363372,35,bland
63,2,5,1,0,3,Chico with HoneyWorks,搞笑,3.643608185352945,24.4857603790206,31,bland
136,1,2,1,0,8,Hoshino Gen,戰鬥,3.1533591623352035,27.03640599070691,26,bland
134,4,4,0,1,7,Lisa,戰鬥,3.4812525964381105,33.702249830708105,34,bland
176,6,1,0,1,0,Sawano Hiroyuki,戀愛,4.285821586953963,30.526741369826468,35,bland
244,2,4,0,0,5,Lisa,運動,4.295491643553304,22.32872867505825,24,bland
211,3,4,1,1,8,Chico with HoneyWorks,運動,3.59438593849968,26.960054444952203,15,refreshing
54,4,3,0,0,2,Hoshino Gen,戰鬥,3.8456931044275193,18.91516777116724,28,bland
173,1,4,1,0,9,Sawano Hiroyuki,奇幻,3.272476719929979,33.707906032703534,31,bland
73,3,2,0,0,9,Sawano Hiroyuki,運動,3.477766248338931,25.012386161377623,26,bland
162,2,1,0,0,6,Lisa,懸疑,3.9577415094699977,23.78144627176144,30,masterpiece
196,4,5,0,1,9,Lisa,戰鬥,3.3192294274366705,27.316351748405356,31,bland
288,2,4,0,1,1,Kenshi Yonezu,戰鬥,3.725260746241442,22.600932147411275,24,refreshing
155,1,1,1,1,5,Sawano Hiroyuki,戰鬥,3.648401043367526,18.181311831674478,22,bland
240,3,4,1,1,2,Mukai Taichi,運動,2.820704954515188,24.679775937521363,31,bland
174,6,4,1,1,0,Mukai Taichi,戰鬥,3.7706497378388533,26.75737077724347,25,bland
285,3,1,0,1,3,Hoshino Gen,懸疑,4.168663253928982,21.70711841586019,28,bland
207,5,5,0,0,7,Kenshi Yonezu,戰鬥,3.4313830833065975,19.340835596675753,33,bland
261,4,5,0,0,1,Mukai Taichi,運動,4.034925163926152,29.825653533373,19,bland
202,1,5,1,0,5,Kenshi Yonezu,戰鬥,3.510627967832597,26.687022357961528,28,bland
222,6,4,0,0,7,Sawano Hiroyuki,戰鬥,2.7021795013099736,28.717456871255024,33,bland
64,6,3,0,0,3,Eve,戰鬥,2.799785494677046,25.86748757151393,39,bland
252,2,3,0,0,4,Sawano Hiroyuki,戰鬥,4.007689804290951,18.74331458814553,22,bland
284,6,5,1,1,1,Lisa,運動,3.49140312765968,12.756084830169295,19,bland
100,5,3,0,1,9,Sawano Hiroyuki,戀愛,3.7650096751799023,21.775412373283615,25,bland
74,1,4,0,1,1,Hoshino Gen,奇幻,3.0488693229486326,23.01432367765147,32,bland
138,4,3,0,0,2,Sawano Hiroyuki,搞笑,3.5365033787553717,27.839042333262846,28,bland
274,3,5,1,1,6,Mukai Taichi,運動,4.1538538893513826,24.421766949117476,26,bland
199,1,4,0,0,1,Lisa,戰鬥,2.6371830144028814,25.279369082985504,22,bland
94,4,2,0,1,4,Sawano Hiroyuki,懸疑,3.26526029492852,23.11934957662404,30,bland
233,6,5,1,0,3,Eve,戰鬥,3.1653557586673795,25.16501356187187,23,bland
279,5,4,1,0,3,Chico with HoneyWorks,運動,3.215839131472807,21.52740313430615,29,bland
228,3,5,1,0,8,Kenshi Yonezu,搞笑,3.5101823351371695,24.07766537822951,31,bland
169,6,5,0,1,2,Sawano Hiroyuki,搞笑,4.580604147580129,23.75465406561521,35,refreshing
117,2,2,0,0,7,Eve,運動,3.5979277158573546,28.83492924811579,32,bland
127,1,4,1,0,6,Kenshi Yonezu,搞笑,3.178879613129887,26.53428294164481,34,bland
89,5,1,0,0,9,Sawano Hiroyuki,致鬱,3.6521167739669247,27.3731156372905,33,bland
101,2,2,0,1,3,Chico with HoneyWorks,致鬱,5.0,29.855156831002667,36,refreshing
278,5,3,0,0,4,Sawano Hiroyuki,戰鬥,2.9791672642672733,31.31145501339437,27,bland
255,3,2,0,0,5,Chico with HoneyWorks,戰鬥,3.51774645104665,24.728993692353722,27,bland
221,2,2,0,1,2,Kenshi Yonezu,戰鬥,3.2722946764042278,27.157413232840415,21,bland
186,1,4,0,1,3,Lisa,搞笑,3.6823334254718754,27.4344583339226,33,bland
180,3,2,1,0,5,Sawano Hiroyuki,運動,3.6179977786353215,21.46903852006985,23,bland
143,6,1,1,0,1,Lisa,戰鬥,3.3651622714490403,23.582062897361048,26,bland
177,2,4,1,1,6,Hoshino Gen,戰鬥,5.0,34.72041078031087,35,bland
255,3,5,0,1,4,Lisa,戰鬥,3.920957329798509,23.574688121785115,35,masterpiece
104,5,1,0,0,0,Eve,懸疑,2.904478226685188,20.769885566217685,29,bland
149,5,3,0,1,7,Lisa,運動,3.7430312750389683,17.54607224106609,33,bland
111,2,5,0,0,0,Lisa,運動,2.9174755085056274,24.753356737310096,30,bland
184,2,1,0,1,6,Lisa,懸疑,3.658165522032218,32.88493577747279,36,bland
282,5,1,1,0,3,Sawano Hiroyuki,戰鬥,3.9129839219819886,27.48792252850456,29,bland
120,2,1,1,1,5,Hoshino Gen,戰鬥,3.728869949953183,33.79277850369519,27,bland
256,4,2,1,1,6,Lisa,致鬱,3.096651844607972,19.542116958696543,24,bland
244,3,1,0,0,7,Hoshino Gen,戰鬥,3.927078086007171,15.740380578816598,26,bland
191,4,3,0,0,8,Hoshino Gen,運動,2.948937024260516,24.552940911242,32,bland
226,4,2,0,1,7,Lisa,運動,3.0497720060854725,18.917241912923526,25,bland
133,6,1,1,1,4,Kenshi Yonezu,戰鬥,3.3124462910198753,24.996989406113443,34,bland
293,6,1,1,1,7,Hoshino Gen,搞笑,3.3585895255470968,26.599932606820683,23,bland
293,2,2,1,1,0,Eve,運動,3.0729701564161527,22.608504579717376,31,bland
297,2,3,0,0,6,Lisa,戰鬥,3.8272196102829885,25.1438523318381,39,bland
62,1,1,0,0,6,Hoshino Gen,致鬱,2.949757665872554,26.640193087798483,23,bland
298,3,2,0,0,8,Lisa,奇幻,3.221338315732189,32.560621817405774,40,bland
78,4,1,0,0,6,Sawano Hiroyuki,致鬱,3.719935460530659,21.546613868493644,32,bland
196,3,2,0,0,8,Lisa,奇幻,3.0068624129045243,21.197886025288568,29,bland
258,5,1,1,0,6,Lisa,搞笑,3.7352156229216273,19.127408230702294,36,bland
136,3,3,0,1,3,Sawano Hiroyuki,戰鬥,3.2070821458661722,28.89940477413664,20,bland
230,1,5,1,1,9,Mukai Taichi,搞笑,2.9845009691387343,19.353609511162446,32,bland
193,1,4,1,1,9,Hoshino Gen,運動,3.29193083756254,28.909604361494708,23,bland
235,3,4,1,0,8,Eve,戰鬥,3.8320843036953347,31.254533544890325,27,bland
186,1,2,0,0,6,Kenshi Yonezu,運動,3.2056612335470156,26.293760770776093,32,bland
156,6,1,0,1,1,Hoshino Gen,戀愛,3.441549460618035,22.571786878885458,34,masterpiece
65,6,1,1,0,0,Lisa,戰鬥,3.624601724167061,22.085160687420004,30,bland
235,2,4,0,1,9,Lisa,戰鬥,3.1002150587648254,26.14356928341662,31,bland
145,1,5,1,1,2,Sawano Hiroyuki,戰鬥,2.966185681218242,24.225397048173402,34,bland
231,5,4,0,0,7,Eve,奇幻,2.950659894790218,25.149712273021585,30,bland
168,3,2,1,1,8,Kenshi Yonezu,致鬱,2.9487893897643906,26.1739161295658,32,bland
289,5,1,1,1,6,Lisa,懸疑,4.295040464526054,36.833873411202916,26,bland
77,6,4,0,1,3,Sawano Hiroyuki,戀愛,4.0212869931155,20.739354225003073,38,bland
276,6,5,1,0,5,Mukai Taichi,運動,2.6453422160779727,27.535599601930752,28,bland
221,6,1,0,0,7,Eve,戰鬥,4.246182459404612,28.099463127083247,39,bland
99,6,4,0,0,2,Lisa,搞笑,2.9701990709914265,28.848104061502447,33,bland
135,5,2,1,1,4,Kenshi Yonezu,致鬱,3.2976589365352074,27.003310578412194,29,bland
77,4,2,1,1,6,Sawano Hiroyuki,奇幻,3.9925501321541343,27.38219473253539,34,bland
115,6,1,0,0,1,Lisa,戀愛,2.9562744256490783,18.811294860519048,27,bland
184,3,1,0,0,8,Sawano Hiroyuki,奇幻,3.798664696618905,23.494906873232782,23,bland
254,1,2,0,0,4,Sawano Hiroyuki,戰鬥,3.8180363531925483,16.608110725386588,36,bland
214,2,2,0,0,9,Sawano Hiroyuki,運動,3.763895757895007,27.70796414765213,37,refreshing
136,5,3,1,0,4,Hoshino Gen,運動,3.332974809683975,26.158772057005603,30,bland
131,6,3,0,1,1,Sawano Hiroyuki,懸疑,3.130705961435478,33.98900053983558,22,bland
244,3,1,0,1,4,Sawano Hiroyuki,懸疑,3.152179827850029,29.964874505707183,32,bland
232,4,4,0,1,8,Sawano Hiroyuki,奇幻,4.737139903529526,19.654799271944295,31,bland
220,4,1,0,0,1,Hoshino Gen,戰鬥,2.603238002145133,17.86749725594799,27,bland
91,2,3,1,1,4,Lisa,戰鬥,3.0350261651542265,30.347724402565305,27,bland
196,6,2,0,1,8,Lisa,戰鬥,4.059814860286594,29.529876214793422,19,masterpiece
53,3,3,1,0,1,Hoshino Gen,運動,3.739856858716848,27.790956341499726,31,bland
162,4,5,0,0,1,Lisa,懸疑,3.8871393709836353,23.638976107122936,30,bland
60,6,1,0,1,1,Chico with HoneyWorks,奇幻,3.213412333950276,29.341818066701684,25,refreshing
148,4,1,0,0,7,Kenshi Yonezu,搞笑,3.6062497697480573,24.413524909370366,35,bland
219,4,1,0,0,2,Lisa,戰鬥,2.886852673125892,31.738904449895347,32,bland
153,6,1,1,0,8,Mukai Taichi,戰鬥,4.185769615298706,16.672490096237517,37,bland
62,3,4,0,1,1,Lisa,運動,4.068290875398703,28.106302890905802,36,refreshing
74,4,1,0,0,6,Sawano Hiroyuki,戰鬥,3.391852063805107,28.44262538668655,31,bland
66,2,3,1,1,2,Sawano Hiroyuki,運動,3.458069990007953,29.71331562251622,28,bland
258,6,5,0,1,4,Kenshi Yonezu,致鬱,3.8803405775867943,30.00222969970124,32,refreshing
171,4,2,1,0,8,Sawano Hiroyuki,運動,2.8041600355087293,27.653567285868423,39,bland
174,4,3,1,0,9,Lisa,搞笑,3.955534194404278,25.463125636339885,32,bland
141,5,3,0,1,1,Lisa,致鬱,4.057384524406631,27.17569844377102,30,refreshing
203,2,2,0,1,7,Kenshi Yonezu,運動,3.8985653830432923,30.204137136697646,27,bland
141,3,3,1,1,0,Sawano Hiroyuki,搞笑,2.9076512126043825,24.38167192355409,25,bland
162,2,2,1,0,4,Chico with HoneyWorks,戰鬥,3.6770739261708103,14.091705559623552,37,bland
126,5,1,1,0,6,Kenshi Yonezu,奇幻,2.9126884876123036,25.549460395809113,26,bland
80,1,3,1,0,2,Sawano Hiroyuki,奇幻,3.4243837122664678,28.54822448553342,32,bland
245,1,1,0,1,1,Hoshino Gen,運動,3.487399474451717,31.417847748561037,29,bland
285,4,3,1,1,8,Kenshi Yonezu,戰鬥,3.160996358303099,32.148085892720424,27,bland
111,3,5,1,0,9,Kenshi Yonezu,運動,3.2617710342235835,27.78804941657726,24,bland
77,2,3,1,1,3,Hoshino Gen,運動,2.8307882285559804,20.907067046555905,29,bland
252,1,2,1,0,9,Sawano Hiroyuki,戰鬥,3.0811987720097185,29.920746471635965,29,bland
229,1,1,0,0,7,Eve,致鬱,3.9984831003820616,13.721452298783012,38,bland
70,4,5,0,1,6,Mukai Taichi,致鬱,3.3224738644604015,32.64023935782866,24,bland
132,5,3,0,0,3,Kenshi Yonezu,戰鬥,3.173500957630729,22.610887069122366,25,bland
93,1,4,1,1,3,Sawano Hiroyuki,致鬱,3.2207901282417466,22.872817654237764,29,bland
185,4,3,0,1,6,Sawano Hiroyuki,戰鬥,3.2082011050175416,27.37464423111784,29,bland
210,5,5,1,0,8,Lisa,戰鬥,3.0458262317297233,29.495837765136066,23,bland
188,6,1,0,0,5,Mukai Taichi,懸疑,3.9529321158791,23.68141442922209,34,bland
185,3,2,0,1,0,Lisa,致鬱,3.3619347808999267,15.126640344975224,30,bland
254,6,4,1,0,4,Lisa,戰鬥,3.7842259904035322,19.064026843063967,18,bland
241,4,2,0,1,3,Kenshi Yonezu,戰鬥,3.831603175262425,21.436353035979046,30,bland
124,3,1,0,0,0,Sawano Hiroyuki,戰鬥,4.1184254516833105,26.864279531089316,27,bland
190,3,5,0,0,7,Sawano Hiroyuki,戰鬥,2.5336523367687867,15.375440361275839,34,bland
195,2,2,0,1,9,Chico with HoneyWorks,致鬱,3.729407918316681,24.137686313906897,37,bland
270,6,4,0,1,5,Sawano Hiroyuki,致鬱,2.7008882946928883,22.844552995971675,32,bland
164,3,5,0,0,5,Mukai Taichi,戰鬥,3.5240769957393185,31.183062007541462,43,bland
296,1,4,1,0,0,Lisa,運動,3.5898038701217496,18.749208482855806,36,bland
